ID,TARGET
1115,0.09614404478390261
1202,0.35743277765687786
1194,1.1584633990423154
1084,0.4504727257431176
1135,0.04433644574274177
960,0.5043852062528239
1131,0.4521998741431734
996,0.4304908209816602
1085,0.4488771057280541
1063,-0.10642348459937065
1035,0.321760279129344
997,0.3506358747782332
1042,0.920756309705887
954,1.673728988736227
1126,0.2606277472950811
1122,0.25105081027773496
1167,0.27962770566717304
1125,-0.052511507241120435
1019,-0.10881303633221646
982,0.31703977694185137
1175,-0.1209976546365693
1083,0.140339333541575
1161,0.10413724415609489
1061,0.4997964491829657
1044,0.15913847069328774
948,0.8246060317689793
949,1.015378082366022
941,0.06771488938504647
1001,0.4698597971689551
1190,0.4039253543447576
943,1.2789207165416732
1011,0.19925456227776164
975,0.45911834741879864
1213,-0.12286981462702413
1127,0.14692421771997738
1039,0.2640666398530466
1196,0.6514766100583682
1171,0.45945202193346324
2028,0.46695519432696486
1746,0.3397768811734707
1608,0.4690024059852146
1356,0.270103319402947
2008,0.1747347946107428
1390,-0.4134523308630326
1337,0.875516791245417
1830,0.308683225985462
1217,0.028285094940739955
2037,1.0935705649910281
1989,0.6171880314622071
1984,-0.7243116859653793
2147,0.21663209266808342
1496,-0.6458762484636752
1521,0.21028566721060205
1935,0.0927520081073743
1994,0.48637734789404674
1389,-0.03607265502871194
1433,0.21889755757734916
1371,0.5139414837647701
1469,0.18324674054373502
1956,0.16219004906100914
1889,0.9168769149503522
1708,0.021901746759273588
2071,0.3536567538325752
1407,-0.7468474999437816
1339,0.6368997486059832
1582,0.4010997435156484
1805,-0.06932486619797956
1627,-0.29812006096236837
1570,-0.25713646265320494
1232,0.45930087773537
2109,0.15650946552020897
1663,0.4762702390309562
1664,0.9939015282041567
1590,0.25616549857577725
1465,0.22647924323337984
1466,0.01625775259405199
1458,0.1643326400724431
1741,0.799041798662363
1245,-0.5776449130539398
1444,0.3035808573153692
1920,0.40450947809515386
1632,-0.49458935992184266
1439,0.3136595433406217
1358,0.4852155845467099
1238,-0.4000099215822708
1551,-0.1823993984810888
1404,-0.14598844284160928
1789,0.18182840926785981
1393,0.6826407114054809
1668,1.2173561171462797
1264,0.4519581401019336
2106,0.6605552850397691
1494,0.5216592948441503
2088,0.6830124542342111
2030,0.1487306177569479
1642,0.4536618009895099
2095,-0.039287477028705234
1771,-0.2450725397735672
1589,-0.006635466872972255
1959,-0.11711759448919391
1961,-0.5148819699232184
1760,0.2314255980126539
2116,0.7322745793826057
1336,0.23184122803987445
1824,0.3557604904415755
1574,0.6923420995374711
1223,-0.24239779351353752
1717,0.061454058379157635
1555,0.4006494004973745
1998,-0.6975078372674232
1691,0.1766248127915152
1600,0.27341810897703006
1992,0.49956151400532195
1958,-0.7397448858686847
1487,0.148355560116133
2092,0.34442368427801934
1647,0.7530015073027353
1807,0.3208974406075401
1650,0.7460234783741526
1613,0.32135536503672507
1778,0.537265848173306
1914,1.0947064712304382
1550,0.08881409959960727
1923,0.5701833756220286
1347,0.019017832388771454
1974,0.06610276784289214
1885,-0.3087808112732246
1845,0.03439438879987579
2033,0.17942592453336198
1657,-0.12828338440942605
1884,0.055057235785683147
2136,1.3199025747105506
1227,0.48903697732971674
1325,0.5785650619699569
2098,0.5323232965592382
1783,0.23817070882823585
1774,0.2826251483524823
1290,0.37917131448694885
1904,1.863118250021577
1679,0.5143876633984734
1285,0.05133753910282677
1643,0.517037763266397
1740,-0.5793142269266908
1954,-0.10291774936440024
2120,0.3490250793107024
1785,0.3028238254494432
1633,0.22286675134428394
1427,1.241755205346894
1985,-0.10840085004938564
1630,0.20832662097593202
1298,0.13513042077684176
1441,0.05444295051468993
1918,0.4229374526504488
1240,0.5121023950684758
1903,0.5414387756013082
1838,0.45666842365674915
2009,-0.9102274763052206
1523,0.26363720360174187
1259,-0.10381713636229092
1666,0.7392467263181897
1373,0.6800882749516325
1251,0.2355862591134379
1480,0.630129197316531
1599,-0.4543321960014408
1702,0.946564173176387
1928,0.006823425655560501
1396,0.1269049050754854
1656,-0.027307778518562958
1711,-0.5077511051839187
1644,0.08675455623436855
2006,0.31958918503653105
1406,0.7993846261043546
1730,0.6202267435328869
1296,0.9428755422356659
2099,0.17191016878872514
1888,-0.03328216081663086
1557,-1.2227470782296468
1542,0.3439044943976976
1368,-0.09440565172671571
1446,0.6307737626557866
1865,0.6837059869306864
1775,-0.6915340560083355
730,0.18266718301440013
273,-1.1326665863630785
911,0.11732546549773057
274,-0.5683295330205532
619,0.7892717502937051
31,0.605460418627255
795,0.5724248106257477
807,0.5651333323152964
751,0.3007943959445109
234,0.09023958801940865
244,0.08166752075270789
299,0.393213219857335
437,0.06871583453369791
716,0.021311204090787537
617,0.11436894149446067
885,0.32317857688554624
95,0.6955176986426099
750,-0.5561215844643018
775,0.4233603040493365
784,0.03952464089114609
802,0.315453726592658
504,0.3825205195192102
798,0.16020164166285292
403,0.3860679874706007
658,0.2999116424721788
369,0.3160251741178804
52,0.46208436185415724
513,0.5314724021238605
791,-0.38769766685618184
133,0.07554207587258642
815,0.19486906609698984
824,0.8407270924064653
179,-0.3647276927333736
124,1.2414968088334277
471,0.12889118453391715
255,0.08903813340029701
916,0.683244737671636
153,0.7507229258758796
284,0.1832106016836393
387,0.2667698486972978
508,0.7283548586529508
598,0.2853517850398727
323,0.2953082040341329
703,0.2060134171741073
510,0.3147839818371679
592,-0.17256698157138436
467,0.045689512952844714
420,0.06454209172857293
537,-0.2871361483018848
410,0.5443929591812836
425,0.5900356905917151
318,0.26386213340006504
87,0.908075160417924
578,0.5155541949053891
863,0.6266761627514206
20,0.1487667636432234
602,0.4229856834964948
803,0.29316333973519454
151,0.75492554590988
706,0.6662578671347738
763,0.6675698642048918
41,0.6457603114024731
484,0.15461333405950814
554,0.15885659310743194
203,0.34664601369591014
56,-0.9850861733108304
145,0.3191239419768965
461,0.8541332758544224
585,0.02849641186506905
604,0.35149223641408134
903,0.008861167303148431
679,0.16095622315966449
692,0.5451630778845581
816,-0.21246166368936034
887,0.45601728234424044
697,-0.08735153462398278
143,-1.2393389760947562
64,0.5882027026512028
590,0.24535614560252614
528,0.23367459109464
454,0.22315479367160682
685,0.38593705805493544
413,0.5491484417225195
67,0.1311138167148743
345,-0.3419195330697601
375,-0.2520184943134826
418,0.43931973492013654
874,-0.49014900188616384
596,0.012055377747611923
363,0.5270914315933848
60,0.6442373288199887
325,0.8943711463061332
104,-0.28416622679492726
721,0.1920837712822514
139,0.1221715276404829
897,0.4667001161824695
577,-0.14914478385710433
75,-0.3683571258088646
78,0.05526656671414703
73,0.10989591057810473
491,-0.204456640266819
213,0.49382401512839086
539,0.08703053139205504
218,0.5697922756870388
625,0.4877349976616359
846,-0.6491306226161911
810,0.024741316903165264
222,0.10899122154400818
125,-0.12930993375137767
665,0.39114013892704397
261,0.6722136280707585
804,0.0063135996935106825
828,0.4339367985176235
898,0.5769147711496513
6,0.05718250031469843
657,0.9794027655406958
770,0.33632552946530386
445,0.19997576933052816
870,-0.044992416268028634
734,-0.2516668667281115
683,0.07570922001580122
196,0.12783875696401958
329,0.4175881984313198
126,0.11948098841253232
381,0.3263182365391554
399,1.626531808101743
88,0.16045237613618263
880,-0.23985984401925317
194,0.1939765907907536
102,0.008304482126825318
699,-0.22066968739888365
593,0.2156249522469282
564,-0.3571166490445434
172,-0.08303548025559374
483,-0.1982248777644702
723,0.5401792990115392
726,-0.702434479894051
378,-0.010520599293510468
385,-0.21260391643487742
270,0.4285132622010781
881,-0.03334345032463579
30,0.6935168261827339
27,0.10464258559791018
700,0.24545132376982795
349,-0.36476449710336906
530,0.2600069314009309
1942,0.10771592554781394
1699,0.8958145984592736
2020,-0.002032015519366153
1793,-0.4157619414290281
2086,0.1308371878392327
1744,0.10578930760292318
1755,-0.006273770289758323
1243,-0.0346720405167538
1355,0.5080773049012892
1812,0.21867533400588135
2113,0.2766393469160442
1477,0.5440011704170987
1939,-0.01023600351356666
1486,-0.4828751252663516
2097,0.11624197416100798
1670,-0.15535099110410808
1561,0.06244232913055
1289,0.11683942285547876
1986,0.5582823045098914
1545,0.45959857238897783
1677,0.5942912223789378
1809,-0.8300137076110596
1000,-0.5493752967051105
1913,-0.3824459580814126
1565,-0.11946605077794487
1246,0.0782152585447512
1036,-0.22902431962605554
2031,-0.046058829419825635
1283,-0.05594018120028031
1429,0.07318225548002169
1410,0.1328054012865325
1029,0.9732593133951237
1318,0.05379458828421144
2032,0.6998878831506999
1434,-0.2183072070113056
2044,-0.183319773886422
1291,-0.4484763288615584
2011,0.6661176784880752
1937,0.374648083408911
1320,0.7389697361023769
1901,0.4658541393567653
1881,0.43539624155643697
1661,0.403377182830059
1257,-0.02460280102614809
1950,-0.144180795676932
1412,0.04212095494775078
1818,0.515826419820393
1707,-0.3415780497384797
1388,-0.6194442044740971
1541,0.09748278597972532
1700,0.5110096164508559
1129,0.04545365554227838
1342,0.179495213572897
1276,0.37268070449379465
1206,0.29042694461923285
2090,0.8602063509469117
967,0.26511865351357117
1597,-0.25747868487454034
1591,-0.28478122168629183
1615,-0.09488805907369001
2096,-0.20096449612242923
1294,0.7406793954902144
1915,-0.5209344332565033
968,0.25631810072742905
1222,0.1262937876199969
1579,-0.27366646865570726
1841,0.13118291639221702
2132,0.6127921873640547
1873,0.7385735428249949
2114,-0.15703882420405546
973,-0.3006220182097638
1899,-0.16672883204446548
1634,0.10001411231924572
1916,-0.5024239693168405
1729,0.9030079584772337
1304,0.19495383685696457
1780,0.27446406140037555
882,0.5390677209150607
932,0.18965666587530694
1034,0.4770110005872945
2014,-0.18835046453335152
1026,-0.08362674248441143
448,-0.38405175927686863
988,-0.24390472916424213
773,-0.10906652730205436
2101,-0.19556555486367136
1367,-0.028067151905369687
649,-0.2501996162318563
177,0.09430857136675201
